Date,Close_SPY,Returns_SPY,Close_VIX,Regime,RealizedVol_30d
2020-02-14,309.3642883300781,0.0016022079959625568,13.680000305175781,Low,0.11795497840959322
2020-02-18,308.5670166015625,-0.0025771291599919754,14.829999923706055,Low,0.11555075772819132
2020-02-19,310.04241943359375,0.0047814664324163925,14.380000114440918,Low,0.11575457062824268
2020-02-20,308.76873779296875,-0.004108088315630587,15.5600004196167,Low,0.1162348728852418
2020-02-21,305.5889587402344,-0.010298254530115125,17.079999923706055,Low,0.12046688115291511
2020-02-24,295.4538879394531,-0.03316569696288196,25.030000686645508,High,0.15447901792068078
2020-02-25,286.50103759765625,-0.030302022438207232,27.850000381469727,High,0.1771098405821765
2020-02-26,285.44720458984375,-0.0036782868803861835,27.559999465942383,High,0.17550846162297
2020-02-27,272.6273498535156,-0.04491147410166041,39.15999984741211,High,0.2156799925110688
2020-02-28,271.4817810058594,-0.004201958637942149,40.11000061035156,High,0.2150968039277266
2020-03-02,283.2387390136719,0.043306618824482834,33.41999816894531,High,0.2522382357372265
2020-03-03,275.1289367675781,-0.02863239073276025,36.81999969482422,High,0.2630323925758436
2020-03-04,286.6934509277344,0.042033071097591135,31.989999771118164,High,0.29393411221311366
2020-03-05,277.1632995605469,-0.03324160819282096,39.619998931884766,High,0.30768038466774295
2020-03-06,272.5815124511719,-0.01653100218044601,41.939998626708984,High,0.30994074840407404
2020-03-09,251.29437255859375,-0.07809458426272153,54.459999084472656,High,0.3779479948360402
2020-03-10,264.2976379394531,0.051745151506834564,47.29999923706055,High,0.4114858188702361
2020-03-11,251.4134979248047,-0.04874860068783515,53.900001525878906,High,0.4294274316476578
2020-03-12,227.35891723632812,-0.09567736373355362,75.47000122070312,High,0.5023291450729576
2020-03-13,246.79501342773438,0.08548640373407213,57.83000183105469,High,0.5710662729277629
2020-03-16,219.78973388671875,-0.10942392703134263,82.69000244140625,High,0.6446326232234899
2020-03-17,231.65664672851562,0.05399211615549415,75.91000366210938,High,0.6685801803243094
2020-03-18,219.92723083496094,-0.05063276214690571,76.44999694824219,High,0.6764305155502123
2020-03-19,220.3945770263672,0.0021250037552509315,72.0,High,0.6744223506562942
2020-03-20,210.8968505859375,-0.043094193008630266,66.04000091552734,High,0.6799105427275184
2020-03-23,205.50462341308594,-0.025568078223407675,61.59000015258789,High,0.6808612435006803
2020-03-24,224.1239471435547,0.09060294323910156,61.66999816894531,High,0.7415610568967205
2020-03-25,227.47915649414062,0.014970329558031903,63.95000076293945,High,0.7442656485534384
2020-03-26,240.7615966796875,0.058389702117121134,61.0,High,0.7684049319510471
2020-03-27,233.59036254882812,-0.02978562291394038,65.54000091552734,High,0.7709286983937179
2020-03-30,241.17636108398438,0.03247564862000907,57.08000183105469,High,0.7794580808697519
2020-03-31,237.58155822753906,-0.014905286904107085,53.540000915527344,High,0.779656459684288
2020-04-01,226.8892364501953,-0.045004847417927096,57.060001373291016,High,0.7861652793226059
2020-04-02,232.12478637695312,0.023075356101817768,50.90999984741211,High,0.791612819938981
2020-04-03,228.7696075439453,-0.014454203212746375,46.79999923706055,High,0.791797581530477
2020-04-06,244.1352081298828,0.06716626719301355,45.2400016784668,High,0.8175019594850687
2020-04-07,244.38404846191406,0.0010192726151112552,46.70000076293945,High,0.8141281580988872
2020-04-08,252.58770751953125,0.03356871739071665,43.349998474121094,High,0.821383491910358
2020-04-09,256.4314270019531,0.015217365564492713,41.66999816894531,High,0.8130177886673862
2020-04-13,254.09017944335938,-0.009130111648038786,41.16999816894531,High,0.8133244526678872
2020-04-14,261.5840148925781,0.02949281812321769,37.7599983215332,High,0.8077627630146125
2020-04-15,256.02581787109375,-0.021248228886489473,40.84000015258789,High,0.80587967944235
2020-04-16,257.2609558105469,0.004824271043145423,40.11000061035156,High,0.7957096202684342
2020-04-17,264.2109069824219,0.02701518055850305,38.150001525878906,High,0.7945652126258196
2020-04-20,259.55609130859375,-0.01761780286435266,43.83000183105469,High,0.7947635024758597
2020-04-21,251.6751251220703,-0.030363248832999012,45.40999984741211,High,0.7657297509154196
2020-04-22,257.2609558105469,0.02219460777368143,41.97999954223633,High,0.7534656574924522
2020-04-23,257.2424621582031,-7.188674350322444e-05,41.380001068115234,High,0.7390573652346542
2020-04-24,260.8280334472656,0.013938489232999896,35.93000030517578,High,0.679262492163151
2020-04-27,264.5888671875,0.014418824888294601,33.290000915527344,High,0.6363962845099101
2020-04-28,263.3721618652344,-0.004598475118015477,33.56999969482422,High,0.5406438972009299
2020-04-29,270.26690673828125,0.026178715412507714,31.229999542236328,High,0.5252483627679526
2020-04-30,267.75048828125,-0.009310864165356647,34.150001525878906,High,0.49979282068866493
2020-05-01,260.6622009277344,-0.026473480586410525,37.189998626708984,High,0.5090296385145264
2020-05-04,261.3811950683594,0.0027583367978403217,35.970001220703125,High,0.48741330126666454
2020-05-05,263.796142578125,0.00923917846933886,33.61000061035156,High,0.47714656775157355
2020-05-06,262.0079650878906,-0.006778633958625102,34.119998931884766,High,0.41092406543879745
2020-05-07,265.1695556640625,0.012066772760558342,31.440000534057617,High,0.41043091265227705
2020-05-08,269.55712890625,0.016546293299770864,27.979999542236328,High,0.38033888241215325
2020-05-11,269.6124572753906,0.00020525656051129104,27.56999969482422,High,0.3668488083086819
2020-05-12,264.2386169433594,-0.019931721205827868,33.040000915527344,High,0.36423596812649767
2020-05-13,259.5653381347656,-0.01768582829660925,35.279998779296875,High,0.36553056524636823
2020-05-14,262.671630859375,0.01196728633696309,32.61000061035156,High,0.3363624237321461
2020-05-15,263.879150390625,0.004597068694854434,31.889999389648438,High,0.332020598993535
2020-05-18,271.9168395996094,0.030459735818786804,29.299999237060547,High,0.33525219195895095
2020-05-19,269.12396240234375,-0.010271071116368047,30.530000686645508,High,0.2836051679264186
2020-05-20,273.69580078125,0.016987853248352947,27.989999771118164,High,0.28620106429712033
2020-05-21,271.8061828613281,-0.006904080787969891,29.530000686645508,High,0.27355075672164664
2020-05-22,272.3223876953125,0.0018991651644941765,28.15999984741211,High,0.27091953068051833
